doi,title,venue
10.1007/978-3-319-10470-6_11,Introducing Interactive Inverse FEM Simulation and Its Application for Adaptive Radiotherapy,MICCAI
10.1007/978-3-319-10404-1_69,Patient Specific Image Driven Evaluation of the Aggressiveness of Metastases to the Lung,MICCAI
10.1007/978-3-319-10470-6_96,Segmentation of Cerebrovascular Pathologies in Stroke Patients with Spatial and Shape Priors,MICCAI
10.1007/978-3-319-10470-6_88,Group-Wise Functional Community Detection through Joint Laplacian Diagonalization,MICCAI
10.1007/978-3-319-10443-0_42,A Novel Structure-Aware Sparse Learning Algorithm for Brain Imaging Genetics,MICCAI
10.1007/978-3-319-10470-6_26,Incorporating Privileged Genetic Information for Fundus Image Based Glaucoma Detection,MICCAI
10.1007/978-3-319-10443-0_17,New Partial Volume Estimation Methods for MRI MP2RAGE,MICCAI
10.1007/978-3-319-10470-6_35,Longitudinal Measurement of the Developing Thalamus in the Preterm Brain Using Multi-modal MRI,MICCAI
10.1007/978-3-319-10443-0_25,Discriminative Sparse Connectivity Patterns for Classification of fMRI Data,MICCAI
10.1007/978-3-319-10470-6_53,Towards Automatic Bone Age Estimation from MRI: Localization of 3D Anatomical Landmarks,MICCAI
10.1007/978-3-319-10404-1_54,Pico Lantern: A Pick-up Projector for Augmented Reality in Laparoscopic Surgery,MICCAI
10.1007/978-3-319-10470-6_82,Desired-View Controlled Positioning of Angiographic C-arms,MICCAI
10.1007/978-3-319-10404-1_20,Tensor Total-Variation Regularized Deconvolution for Efficient Low-Dose CT Perfusion,MICCAI
10.1007/978-3-319-10404-1_30,Sparse Bayesian Registration,MICCAI
10.1007/978-3-319-10404-1_3,Candidate Sampling for Neuron Reconstruction from Anisotropic Electron Microscopy Volumes,MICCAI
10.1007/978-3-319-10404-1_63,Towards Personalized Interventional SPECT-CT Imaging,MICCAI
10.1007/978-3-319-10443-0_43,Multi-organ Localization Combining Global-to-Local Regression and Confidence Maps,MICCAI
10.1007/978-3-319-10470-6_52,Spatially Varying Registration Using Gaussian Processes,MICCAI
10.1007/978-3-319-10443-0_15,Functionally Driven Brain Networks Using Multi-layer Graph Clustering,MICCAI
10.1007/978-3-319-10470-6_37,Construction of a Deformable Spatiotemporal MRI Atlas of the Fetal Brain: Evaluation of Similarity Metrics and Deformation Models,MICCAI
10.1007/978-3-319-10470-6_68,Rapid D-Affine Biventricular Cardiac Function with Polar Prediction,MICCAI
10.1007/978-3-319-10404-1_32,Robust Registration of Longitudinal Spine CT,MICCAI
10.1007/978-3-319-10404-1_80,Feature Space Optimization for Virtual Chromoendoscopy Augmented by Topography,MICCAI
10.1007/978-3-319-10443-0_37,A Prototype Representation to Approximate White Matter Bundles with Weighted Currents,MICCAI
10.1007/978-3-319-10404-1_77,Real-Time Visualisation and Analysis of Internal Examinations - Seeing the Unseen,MICCAI
10.1007/978-3-319-10470-6_48,Real-Time 3D Curved Needle Segmentation Using Combined B-Mode and Power Doppler Ultrasound,MICCAI
10.1007/978-3-319-10470-6_65,CTA Coronary Labeling through Efficient Geodesics between Trees Using Anatomy Priors,MICCAI
10.1007/978-3-319-10470-6_50,Active Echo: A New Paradigm for Ultrasound Calibration,MICCAI
10.1007/978-3-319-10470-6_39,Segmenting Hippocampus from Infant Brains by Sparse Patch Matching with Deep-Learned Features,MICCAI
10.1007/978-3-319-10443-0_21,Registering Cortical Surfaces Based on Whole-Brain Structural Connectivity and Continuous Connectivity Analysis,MICCAI
10.1007/978-3-319-10404-1_24,Robust Anatomical Landmark Detection for MR Brain Image Registration,MICCAI
10.1007/978-3-319-10470-6_75,Crossing-Preserving Multi-scale Vesselness,MICCAI
10.1007/978-3-319-10470-6_94,Identifying Genetic Associations with MRI-derived Measures via Tree-Guided Sparse Learning,MICCAI
10.1007/978-3-319-10470-6_18,Estimating Dynamic Lung Images from High-Dimension Chest Surface Motion Using 4D Statistical Model,MICCAI
10.1007/978-3-319-10404-1_26,Multispectral Image Registration Based on Local Canonical Correlation Analysis,MICCAI
10.1007/978-3-319-10470-6_47,A Quadratic Energy Minimization Framework for Signal Loss Estimation from Arbitrarily Sampled Ultrasound Data,MICCAI
10.1007/978-3-319-10443-0_3,Depth-Based Shape-Analysis,MICCAI
10.1007/978-3-319-10470-6_14,Time-Warped Geodesic Regression,MICCAI
10.1007/978-3-319-10443-0_9,The 4D Hyperspherical Diffusion Wavelet: A New Method for the Detection of Localized Anatomical Variation,MICCAI
10.1007/978-3-319-10404-1_56,A Compact Active Stereovision System with Dynamic Reconfiguration for Endoscopy or Colonoscopy Applications,MICCAI
10.1007/978-3-319-10470-6_91,Evaluating Structural Symmetry of Weighted Brain Networks via Graph Matching,MICCAI
10.1007/978-3-319-10470-6_101,Erratum: Evaluating Structural Symmetry of Weighted Brain Networks via Graph Matching,MICCAI
10.1007/978-3-319-10404-1_45,Robust Bone Detection in Ultrasound Using Combined Strain Imaging and Envelope Signal Power Detection,MICCAI
10.1007/978-3-319-10404-1_28,DR-BUDDI: Diffeomorphic Registration for Blip Up-Down Diffusion Imaging,MICCAI
10.1007/978-3-319-10404-1_76,Automated Colorectal Tumour Segmentation in DCE-MRI Using Supervoxel Neighbourhood Contrast Characteristics,MICCAI
10.1007/978-3-319-10470-6_59,Randomized Denoising Autoencoders for Smaller and Efficient Imaging Based AD Clinical Trials,MICCAI
10.1007/978-3-319-10404-1_55,Efficient Stereo Image Geometrical Reconstruction at Arbitrary Camera Settings from a Single Calibration,MICCAI
10.1007/978-3-319-10404-1_15,Joint Parametric Reconstruction and Motion Correction Framework for Dynamic PET Data,MICCAI
10.1007/978-3-319-10470-6_90,Brain Connectivity Hyper-Network for MCI Classification,MICCAI
10.1007/978-3-319-10443-0_46,3D Spine Reconstruction of Postoperative Patients from Multi-level Manifold Ensembles,MICCAI
10.1007/978-3-319-10404-1_22,Signal Decomposition for X-ray Dark-Field Imaging,MICCAI
10.1007/978-3-319-10404-1_11,Active Graph Matching for Automatic Joint Segmentation and Annotation of C. elegans,MICCAI
10.1007/978-3-319-10470-6_36,Motion Corrected 3D Reconstruction of the Fetal Thorax from Prenatal MRI,MICCAI
10.1007/978-3-319-10404-1_36,2D/3D Registration of TEE Probe from Two Non-orthogonal C-Arm Directions,MICCAI
10.1007/978-3-319-10443-0_18,Single-Subject Structural Networks with Closed-Form Rotation Invariant Matching Improve Power in Developmental Studies of the Cortex,MICCAI
10.1007/978-3-319-10470-6_20,Event Detection by Feature Unpredictability in Phase-Contrast Videos of Cell Cultures,MICCAI
10.1007/978-3-319-10470-6_29,Empowering Multiple Instance Histopathology Cancer Diagnosis by Cell Graphs,MICCAI
10.1007/978-3-319-10470-6_84,Automatic Labelling of Tumourous Frames in Free-Hand Laparoscopic Ultrasound Video,MICCAI
10.1007/978-3-319-10470-6_6,A Biophysical Model of Shape Changes due to Atrophy in the Brain with Alzheimer&apos;s Disease,MICCAI
10.1007/978-3-319-10470-6_22,Multivariate Hippocampal Subfield Analysis of Local MRI Intensity and Volume: Application to Temporal Lobe Epilepsy,MICCAI
10.1007/978-3-319-10404-1_43,Coronary Lumen and Plaque Segmentation from CTA Using Higher-Order Shape Prior,MICCAI
10.1007/978-3-319-10443-0_28,From Expected Propagator Distribution to Optimal Q-space Sample Metric,MICCAI
10.1007/978-3-319-10404-1_81,Multi-frame Super-resolution with Quality Self-assessment for Retinal Fundus Videos,MICCAI
10.1007/978-3-319-10470-6_54,Quantifying Progression of Multiple Sclerosis via Classification of Depth Videos,MICCAI
10.1007/978-3-319-10404-1_61,Improved Screw Placement for Slipped Capital Femoral Epiphysis (SCFE) Using Robotically-Assisted Drill Guidance,MICCAI
10.1007/978-3-319-10470-6_78,Full-Wave Intravascular Ultrasound Simulation from Histology,MICCAI
10.1007/978-3-319-10404-1_60,3D Steering of a Flexible Needle by Visual Servoing,MICCAI
10.1007/978-3-319-10470-6_57,Do We Need Annotation Experts? A Case Study in Celiac Disease Classification,MICCAI
10.1007/978-3-319-10404-1_95,Combining Generative Models for Multifocal Glioma Segmentation and Registration,MICCAI
10.1007/978-3-319-10443-0_4,Genus-One Surface Registration via Teichmüller Extremal Mapping,MICCAI
10.1007/978-3-319-10404-1_66,Towards Automatic Plan Selection for Radiotherapy of Cervical Cancer by Fast Automatic Segmentation of Cone Beam CT Scans,MICCAI
10.1007/978-3-319-10470-6_8,A Computer-Based Simulation of Obstetric Forceps Placement,MICCAI
10.1007/978-3-319-10443-0_38,Hole Detection in Metabolic Connectivity of Alzheimer&apos;s Disease Using k -Laplacian,MICCAI
10.1007/978-3-319-10404-1_50,A Cautionary Analysis of STAPLE Using Direct Inference of Segmentation Truth,MICCAI
10.1007/978-3-319-10404-1_58,Instrument Tracking via Online Learning in Retinal Microsurgery,MICCAI
10.1007/978-3-319-10470-6_72,3D+time Left Ventricular Strain by Unwrapping Harmonic Phase with Graph Cuts,MICCAI
10.1007/978-3-319-10443-0_32,Diffusion of Fiber Orientation Distribution Functions with a Rotation-Induced Riemannian Metric,MICCAI
10.1007/978-3-319-10443-0_12,Constructing 4D Infant Cortical Surface Atlases Based on Dynamic Developmental Trajectories of the Cortex,MICCAI
10.1007/978-3-319-10443-0_39,Deep Learning Based Imaging Data Completion for Improved Brain Disease Diagnosis,MICCAI
10.1007/978-3-319-10470-6_80,Computer Assisted Planning and Navigation of Periacetabular Osteotomy with Range of Motion Optimization,MICCAI
10.1007/978-3-319-10443-0_13,Low-Rank to the Rescue - Atlas-Based Analyses in the Presence of Pathologies,MICCAI
10.1007/978-3-319-10470-6_62,Laplacian Forests: Semantic Image Segmentation by Guided Bagging,MICCAI
10.1007/978-3-319-10404-1_57,Continuous Zoom Calibration by Tracking Salient Points in Endoscopic Video,MICCAI
10.1007/978-3-319-10404-1_97,Sparse Appearance Learning Based Automatic Coronary Sinus Segmentation in CTA,MICCAI
10.1007/978-3-319-10470-6_49,A New Sensor Technology for 2D Ultrasound-Guided Needle Tracking,MICCAI
10.1007/978-3-319-10404-1_9,Exploiting Enclosing Membranes and Contextual Cues for Mitochondria Segmentation,MICCAI
10.1007/978-3-319-10470-6_43,Enhanced Differential Evolution to Combine Optical Mouse Sensor with Image Structural Patches for Robust Endoscopic Navigation,MICCAI
10.1007/978-3-319-10404-1_8,Automated Non-Invasive Characterization of Stem Cell-Derived Cardiomyocytes from Phase-Contrast Microscopy,MICCAI
10.1007/978-3-319-10404-1_7,A Probabilistic Approach to Quantification of Melanin and Hemoglobin Content in Dermoscopy Images,MICCAI
10.1007/978-3-319-10470-6_55,Can Masses of Non-Experts Train Highly Accurate Image Classifiers? - A Crowdsourcing Approach to Instrument Segmentation in Laparoscopic Images,MICCAI
10.1007/978-3-319-10470-6_44,Crowdsourcing for Reference Correspondence Generation in Endoscopic Images,MICCAI
10.1007/978-3-319-10443-0_44,Inter-Cluster Features for Medical Image Classification,MICCAI
10.1007/978-3-319-10404-1_17,Optimally Stabilized PET Image Denoising Using Trilateral Filtering,MICCAI
10.1007/978-3-319-10404-1_37,Reduced-Dose Patient to Baseline CT Rigid Registration in 3D Radon Space,MICCAI
10.1007/978-3-319-10470-6_64,Construction of a Coronary Artery Atlas from CT Angiography,MICCAI
10.1007/978-3-319-10404-1_89,Patient-Specific Semi-supervised Learning for Postoperative Brain Tumor Segmentation,MICCAI
10.1007/978-3-319-10470-6_34,Multi-modal Measurement of the Myelin-to-Axon Diameter g-ratio in Preterm-born Neonates and Adult Controls,MICCAI
10.1007/978-3-319-10470-6_30,The Empirical Variance Estimator for Computer Aided Diagnosis: Lessons for Algorithm Validation,MICCAI
10.1007/978-3-319-10470-6_71,Fully Automatic Catheter Localization in C-Arm Images Using ℓ1-Sparse Coding,MICCAI
10.1007/978-3-319-10470-6_27,Maximum-Margin Based Representation Learning from Multiple Atlases for Alzheimer&apos;s Disease Classification,MICCAI
10.1007/978-3-319-10443-0_8,Simulating Neurodegeneration through Longitudinal Population Analysis of Structural and Diffusion Weighted MRI Data,MICCAI
10.1007/978-3-319-10404-1_70,Multi-parametric 3D Quantitative Ultrasound Vibro-Elastography Imaging for Detecting Palpable Prostate Tumors,MICCAI
10.1007/978-3-319-10404-1_94,Topo-Geometric Filtration Scheme for Geometric Active Contours and Level Sets: Application to Cerebrovascular Segmentation,MICCAI
10.1007/978-3-319-10470-6_17,Motion Artefact Correction in Retinal Optical Coherence Tomography Using Local Symmetry,MICCAI
10.1007/978-3-319-10404-1_85,Segmentation of the Right Ventricle Using Diffusion Maps and Markov Random Fields,MICCAI
10.1007/978-3-319-10404-1_53,An Augmented Reality Framework for Soft Tissue Surgery,MICCAI
10.1007/978-3-319-10404-1_86,Differential and Relaxed Image Foresting Transform for Graph-Cut Segmentation of Multiple 3D Objects,MICCAI
10.1007/978-3-319-10443-0_48,Unsupervised Unstained Cell Detection by SIFT Keypoint Clustering and Self-labeling Algorithm,MICCAI
10.1007/978-3-319-10404-1_16,Deformable Reconstruction of Histology Sections Using Structural Probability Maps,MICCAI
10.1007/978-3-319-10443-0_7,Diffeomorphic Shape Trajectories for Improved Longitudinal Segmentation and Statistics,MICCAI
10.1007/978-3-319-10470-6_33,Predicting Fetal Neurodevelopmental Age from Ultrasound Images,MICCAI
10.1007/978-3-319-10443-0_33,Machine Learning Based Compartment Models with Permeability for White Matter Microstructure Imaging,MICCAI
10.1007/978-3-319-10470-6_2,Robust Image-Based Estimation of Cardiac Tissue Parameters and Their Uncertainty from Noisy Data,MICCAI
10.1007/978-3-319-10470-6_51,Transport on Riemannian Manifold for Functional Connectivity-Based Classification,MICCAI
10.1007/978-3-319-10470-6_41,Efficient Multi-organ Segmentation in Multi-view Endoscopic Videos Using Pre-operative Priors,MICCAI
10.1007/978-3-319-10404-1_90,Robust Cortical Thickness Measurement with LOGISMOS-B,MICCAI
10.1007/978-3-319-10404-1_72,fhSPECT-US Guided Needle Biopsy of Sentinel Lymph Nodes in the Axilla: Is it Feasible?,MICCAI
10.1007/978-3-319-10404-1_79,Learning Fully-Connected CRFs for Blood Vessel Segmentation in Retinal Images,MICCAI
10.1007/978-3-319-10443-0_30,Complete Set of Invariants of a 4 th Order Tensor: The 12 Tasks of HARDI from Ternary Quartics,MICCAI
10.1007/978-3-319-10404-1_49,Small Sample Learning of Superpixel Classifiers for EM Segmentation,MICCAI
10.1007/978-3-319-10404-1_5,Shading Correction for Whole Slide Image Using Low Rank and Sparse Decomposition,MICCAI
10.1007/978-3-319-10470-6_100,Mapping Brains on Grids of Features for Schizophrenia Analysis,MICCAI
10.1007/978-3-319-10470-6_38,Detection of Corpus Callosum Malformations in Pediatric Population Using the Discriminative Direction in Multiple Kernel Learning,MICCAI
10.1007/978-3-319-10404-1_1,Leveraging Random Forests for Interactive Exploration of Large Histological Images,MICCAI
10.1007/978-3-319-10443-0_24,Deriving a Multi-subject Functional-Connectivity Atlas to Inform Connectome Estimation,MICCAI
10.1007/978-3-319-10470-6_5,Atlas-Based Transfer of Boundary Conditions for Biomechanical Simulation,MICCAI
10.1007/978-3-319-10470-6_97,A Modality-Agnostic Patch-Based Technique for Lesion Filling in Multiple Sclerosis,MICCAI
10.1007/978-3-319-10443-0_10,Co-occurrence of Local Anisotropic Gradient Orientations (CoLlAGe): Distinguishing Tumor Confounders and Molecular Subtypes on MRI,MICCAI
10.1007/978-3-319-10470-6_83,Practical Intraoperative Stereo Camera Calibration,MICCAI
10.1007/978-3-319-10404-1_84,Tagged Template Deformation,MICCAI
10.1007/978-3-319-10443-0_23,Multiple-Network Classification of Childhood Autism Using Functional Connectivity Dynamics,MICCAI
10.1007/978-3-319-10404-1_99,3D Prostate TRUS Segmentation Using Globally Optimized Volume-Preserving Prior,MICCAI
10.1007/978-3-319-10404-1_62,Hierarchical HMM Based Learning of Navigation Primitives for Cooperative Robotic Endovascular Catheterization,MICCAI
10.1007/978-3-319-10470-6_67,Hierarchical Multiple-Model Bayesian Approach to Transmural Electrophysiological Imaging,MICCAI
10.1007/978-3-319-10470-6_79,6DoF Catheter Detection Application to Intracardiac Echocardiography,MICCAI
10.1007/978-3-319-10470-6_93,Maximum Entropy Estimation of Glutamate and Glutamine in MR Spectroscopic Imaging,MICCAI
10.1007/978-3-319-10443-0_26,MesoFT: Unifying Diffusion Modelling and Fiber Tracking,MICCAI
