name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM,Chexpert,ChestX-Ray14,PadChest,MIMIC,VinDr-CXR,PAD-UFES-20,CAMELYON,CADDementia,MRNet,PROSTATEx
Extending Unsupervised Neural Image Compression With Supervised Multitask Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semantic match: Debugging feature attribution methods in XAI for healthcare.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EndoUDA: A Modality Independent Segmentation Approach for Endoscopy Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Sparse Bayesian Learning Algorithm for White Matter Parameter Estimation from Compressed Multi-shell Diffusion MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maximum-Margin Based Representation Learning from Multiple Atlases for Alzheimer’s Disease Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ASCON: Anatomy-aware Supervised Contrastive Learning Framework for  Low-dose CT Denoising.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
An Evolutionary Framework for Microstructure-Sensitive Generalized Diffusion Gradient Waveforms.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Endoscopic Navigation in the Absence of CT Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Revealing Regional Associations of Cortical Folding Alterations with In Utero Ventricular Dilation Using Joint Spectral Embedding.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shape-Aware Meta-learning for Generalizing Prostate MRI Segmentation to Unseen Domains.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On the Relevance of Temporal Features for Medical Ultrasound Video Recognition.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Weakly-Supervised High-Fidelity Ultrasound Video Synthesis with Feature Decoupling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Exploiting Partial Structural Symmetry for Patient-Specific Image Augmentation in Trauma Interventions.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Source-Free Domain Adaptive Fundus Image Segmentation with Denoised Pseudo-Labeling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spectral-spatial Recurrent-Convolutional Networks for In-Vivo Hyperspectral Tumor Type Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervised Surgical Instrument Segmentation via Anchor Generation and Semantic Diffusion.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Image-Based Computational Models for TAVI Planning: From CT Images to Implant Deployment.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bayesian Dense Inverse Searching Algorithm for Real-Time Stereo Matching in Minimally Invasive Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Overlapping Replicator Dynamics for Functional Subnetwork Identification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wavelet Appearance Pyramids for Landmark Detection and Pathology Classification: Application to Lumbar Spinal Stenosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quantitative Airway Analysis in Longitudinal Studies Using Groupwise Registration and 4D Optimal Surfaces.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Iterative Multi-domain Regularized Deep Learning for Anatomical Structure Detection and Segmentation from Ultrasound Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DeepTract: A Probabilistic Deep Learning Framework for White Matter Fiber Tractography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Non-Rigid Volume to Surface Registration Using a Data-Driven Biomechanical Model.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On Quantifying Local Geometric Structures of Fiber Tracts.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data-Driven Mapping Between Functional Connectomes Using Optimal Transport.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Interpretable subgroup discovery in treatment effect estimation with application to opioid prescribing guidelines.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Class Impression for Data-Free Incremental Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Generative Self-training for Cross-Domain Unsupervised Tagged-to-Cine MRI Synthesis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Improving Surgical Training Phantoms by Hyperrealism: Deep Unpaired Image-to-Image Translation from Real Surgeries.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adaptively Constrained Convex Optimization for Accurate Fiber Orientation Estimation with High Order Spherical Harmonics.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Changing the Contrast of Magnetic Resonance Imaging Signals using Deep Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Local Morphological Measures Confirm that Folding Within Small Partitions of the Human Cortex Follows Universal Scaling Law.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multiple Surface Segmentation Using Truncated Convex Priors.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Exploiting the Phase in Diffusion MRI for Microstructure Recovery: Towards Axonal Tortuosity via Asymmetric Diffusion Processes.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Generative Modelling of 3D In-Silico Spongiosa with Controllable Micro-structural Parameters.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Let’s Agree to Disagree: Learning Highly Debatable Multirater Labelling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
