doi,name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM
10.1007/978-3-319-10470-6_37,Construction of a Deformable Spatiotemporal MRI Atlas of the Fetal Brain: Evaluation of Similarity Metrics and Deformation Models,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_68,Rapid D-Affine Biventricular Cardiac Function with Polar Prediction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_32,Robust Registration of Longitudinal Spine CT,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_80,Feature Space Optimization for Virtual Chromoendoscopy Augmented by Topography,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_37,A Prototype Representation to Approximate White Matter Bundles with Weighted Currents,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_77,Real-Time Visualisation and Analysis of Internal Examinations – Seeing the Unseen,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_48,Real-Time 3D Curved Needle Segmentation Using Combined B-Mode and Power Doppler Ultrasound,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_65,CTA Coronary Labeling through Efficient Geodesics between Trees Using Anatomy Priors,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_50,Active Echo: A New Paradigm for Ultrasound Calibration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_39,Segmenting Hippocampus from Infant Brains by Sparse Patch Matching with Deep-Learned Features,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_21,Registering Cortical Surfaces Based on Whole-Brain Structural Connectivity and Continuous Connectivity Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_24,Robust Anatomical Landmark Detection for MR Brain Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_75,Crossing-Preserving Multi-scale Vesselness,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_94,Identifying Genetic Associations with MRI-derived Measures via Tree-Guided Sparse Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_18,Estimating Dynamic Lung Images from High-Dimension Chest Surface Motion Using 4D Statistical Model,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_26,Multispectral Image Registration Based on Local Canonical Correlation Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_47,A Quadratic Energy Minimization Framework for Signal Loss Estimation from Arbitrarily Sampled Ultrasound Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_3,Depth-Based Shape-Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_14,Time-Warped Geodesic Regression,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_9,The 4D Hyperspherical Diffusion Wavelet: A New Method for the Detection of Localized Anatomical Variation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_56,A Compact Active Stereovision System with Dynamic Reconfiguration for Endoscopy or Colonoscopy Applications,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_91,Evaluating Structural Symmetry of Weighted Brain Networks via Graph Matching,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_101,Erratum: Evaluating Structural Symmetry of Weighted Brain Networks via Graph Matching,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_45,Robust Bone Detection in Ultrasound Using Combined Strain Imaging and Envelope Signal Power Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_28,DR-BUDDI: Diffeomorphic Registration for Blip Up-Down Diffusion Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_76,Automated Colorectal Tumour Segmentation in DCE-MRI Using Supervoxel Neighbourhood Contrast Characteristics,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_59,Randomized Denoising Autoencoders for Smaller and Efficient Imaging Based AD Clinical Trials,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_55,Efficient Stereo Image Geometrical Reconstruction at Arbitrary Camera Settings from a Single Calibration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_15,Joint Parametric Reconstruction and Motion Correction Framework for Dynamic PET Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_90,Brain Connectivity Hyper-Network for MCI Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_46,3D Spine Reconstruction of Postoperative Patients from Multi-level Manifold Ensembles,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_22,Signal Decomposition for X-ray Dark-Field Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_11,Active Graph Matching for Automatic Joint Segmentation and Annotation of C. elegans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_36,Motion Corrected 3D Reconstruction of the Fetal Thorax from Prenatal MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_36,2D/3D Registration of TEE Probe from Two Non-orthogonal C-Arm Directions,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_18,Single-Subject Structural Networks with Closed-Form Rotation Invariant Matching Improve Power in Developmental Studies of the Cortex,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_20,Event Detection by Feature Unpredictability in Phase-Contrast Videos of Cell Cultures,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_29,Empowering Multiple Instance Histopathology Cancer Diagnosis by Cell Graphs,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_84,Automatic Labelling of Tumourous Frames in Free-Hand Laparoscopic Ultrasound Video,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_6,A Biophysical Model of Shape Changes due to Atrophy in the Brain with Alzheimer’s Disease,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_22,Multivariate Hippocampal Subfield Analysis of Local MRI Intensity and Volume: Application to Temporal Lobe Epilepsy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_43,Coronary Lumen and Plaque Segmentation from CTA Using Higher-Order Shape Prior,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_28,From Expected Propagator Distribution to Optimal Q-space Sample Metric,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_81,Multi-frame Super-resolution with Quality Self-assessment for Retinal Fundus Videos,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-319-10470-6_54,Quantifying Progression of Multiple Sclerosis via Classification of Depth Videos,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_61,Improved Screw Placement for Slipped Capital Femoral Epiphysis (SCFE) Using Robotically-Assisted Drill Guidance,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_78,Full-Wave Intravascular Ultrasound Simulation from Histology,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_60,3D Steering of a Flexible Needle by Visual Servoing,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_57,Do We Need Annotation Experts? A Case Study in Celiac Disease Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_95,Combining Generative Models for Multifocal Glioma Segmentation and Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_4,Genus-One Surface Registration via Teichmüller Extremal Mapping,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_66,Towards Automatic Plan Selection for Radiotherapy of Cervical Cancer by Fast Automatic Segmentation of Cone Beam CT Scans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_8,A Computer-Based Simulation of Obstetric Forceps Placement,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_38,Hole Detection in Metabolic Connectivity of Alzheimer’s Disease Using k −Laplacian,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_50,A Cautionary Analysis of STAPLE Using Direct Inference of Segmentation Truth,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_58,Instrument Tracking via Online Learning in Retinal Microsurgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_72,3D+time Left Ventricular Strain by Unwrapping Harmonic Phase with Graph Cuts,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_32,Diffusion of Fiber Orientation Distribution Functions with a Rotation-Induced Riemannian Metric,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_12,Constructing 4D Infant Cortical Surface Atlases Based on Dynamic Developmental Trajectories of the Cortex,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_39,Deep Learning Based Imaging Data Completion for Improved Brain Disease Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_80,Computer Assisted Planning and Navigation of Periacetabular Osteotomy with Range of Motion Optimization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10443-0_13,Low-Rank to the Rescue – Atlas-Based Analyses in the Presence of Pathologies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_62,Laplacian Forests: Semantic Image Segmentation by Guided Bagging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_57,Continuous Zoom Calibration by Tracking Salient Points in Endoscopic Video,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_97,Sparse Appearance Learning Based Automatic Coronary Sinus Segmentation in CTA,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_49,A New Sensor Technology for 2D Ultrasound-Guided Needle Tracking,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_9,Exploiting Enclosing Membranes and Contextual Cues for Mitochondria Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10470-6_43,Enhanced Differential Evolution to Combine Optical Mouse Sensor with Image Structural Patches for Robust Endoscopic Navigation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_8,Automated Non-Invasive Characterization of Stem Cell-Derived Cardiomyocytes from Phase-Contrast Microscopy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-319-10404-1_7,A Probabilistic Approach to Quantification of Melanin and Hemoglobin Content in Dermoscopy Images,False,False,False,False,False,False,False,False,False,False
